DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2007-2008 Regular Season,10/31/2007,Michael Finley,SF,San Antonio,Memphis,R,24.7,3,10,1,4,0,0,0,0,0,1,0,1,0,0,7
2007-2008 Regular Season,10/31/2007,Tony Parker,PG,San Antonio,Memphis,R,37.2,8,20,1,3,0,0,0,4,4,7,0,0,2,0,17
2007-2008 Regular Season,10/31/2007,Manu Ginobili,SG,San Antonio,Memphis,R,30.8,6,14,5,9,13,14,2,3,5,7,3,2,1,1,30
2007-2008 Regular Season,10/31/2007,Francisco Elson,C,San Antonio,Memphis,R,21.9,2,5,0,0,0,0,1,10,11,0,3,0,0,1,4
2007-2008 Regular Season,10/31/2007,Darius Washington,SG,San Antonio,Memphis,R,10.8,2,5,0,0,0,0,0,1,1,2,3,1,2,0,4
2007-2008 Regular Season,10/31/2007,Brent Barry,SG,San Antonio,Memphis,R,16.3,1,3,1,2,0,0,0,1,1,2,1,0,1,0,3
2007-2008 Regular Season,10/31/2007,Matt Bonner,C,San Antonio,Memphis,R,19.3,4,9,3,4,0,0,0,5,5,1,3,0,0,0,11
2007-2008 Regular Season,10/31/2007,Rudy Gay,SF,Memphis,San Antonio,H,28.1,7,15,0,5,2,3,0,6,6,2,5,0,3,0,16
2007-2008 Regular Season,10/31/2007,Pau Gasol,C,Memphis,San Antonio,H,41.2,8,16,1,1,5,5,0,3,3,1,3,0,1,2,22
2007-2008 Regular Season,10/31/2007,Darko Milicic,C,Memphis,San Antonio,H,27.8,4,6,0,0,0,0,2,5,7,2,2,0,1,2,8
2007-2008 Regular Season,10/31/2007,Mike Miller,SF,Memphis,San Antonio,H,36.4,4,8,2,3,1,2,0,10,10,5,3,1,1,0,11
2007-2008 Regular Season,10/31/2007,Damon Stoudamire,PG,Memphis,San Antonio,H,30.7,7,14,4,8,0,0,1,3,4,4,1,2,0,0,18
2007-2008 Regular Season,10/31/2007,Casey Jacobsen,SF,Memphis,San Antonio,H,14.9,1,2,0,1,0,0,0,2,2,0,0,1,1,0,2
2007-2008 Regular Season,10/31/2007,Stromile Swift,PF,Memphis,San Antonio,H,13.1,1,3,0,0,2,4,2,1,3,0,2,0,1,1,4
2007-2008 Regular Season,10/31/2007,Kyle Lowry,PG,Memphis,San Antonio,H,21.3,2,6,0,1,4,4,0,5,5,4,1,0,1,1,8
2007-2008 Regular Season,10/31/2007,Juan Carlos Navarro,SG,Memphis,San Antonio,H,16.9,3,6,3,4,0,0,0,0,0,2,1,1,4,0,9
2007-2008 Regular Season,10/31/2007,Hakim Warrick,PF,Memphis,San Antonio,H,9.8,1,4,0,0,1,2,1,1,2,1,1,0,1,0,3
2007-2008 Regular Season,10/31/2007,Kevin Martin,PG,Sacramento,New Orleans,R,40.4,7,17,2,4,10,12,0,3,3,2,1,0,2,1,26
2007-2008 Regular Season,10/31/2007,Kenny Thomas,PF,Sacramento,New Orleans,R,14.9,0,1,0,0,0,0,0,3,3,0,3,0,1,0,0
2007-2008 Regular Season,10/31/2007,Brad Miller,C,Sacramento,New Orleans,R,32.1,6,13,0,1,0,0,1,4,5,2,4,0,1,2,12
2007-2008 Regular Season,10/31/2007,John Salmons,PG,Sacramento,New Orleans,R,44.8,10,19,0,0,2,3,1,1,2,9,2,3,3,0,22
2007-2008 Regular Season,10/31/2007,Orien Greene,PG,Sacramento,New Orleans,R,16.6,1,2,0,0,0,0,0,1,1,1,4,1,2,0,2
2007-2008 Regular Season,10/31/2007,Quincy Douby,PG,Sacramento,New Orleans,R,9.6,2,4,0,1,0,0,0,2,2,1,1,0,1,0,4
2007-2008 Regular Season,10/31/2007,Mikki Moore,C,Sacramento,New Orleans,R,20.5,1,4,0,1,1,1,2,2,4,1,4,0,0,0,3
2007-2008 Regular Season,10/31/2007,Francisco Garcia,SF,Sacramento,New Orleans,R,32.7,8,15,1,3,0,0,1,5,6,3,2,0,3,0,17
2007-2008 Regular Season,10/31/2007,Shareef Abdur-Rahim,SF,Sacramento,New Orleans,R,18.6,0,4,0,0,2,2,2,2,4,2,5,1,0,0,2
2007-2008 Regular Season,10/31/2007,Darryl Watkins,C,Sacramento,New Orleans,R,9.9,1,2,0,0,0,0,1,3,4,0,1,0,2,0,2
2007-2008 Regular Season,10/31/2007,Peja Stojakovic,SF,New Orleans,Sacramento,H,30.9,7,12,4,7,1,1,0,1,1,0,3,1,0,0,19
2007-2008 Regular Season,10/31/2007,David West,PF,New Orleans,Sacramento,H,31.2,7,16,1,1,2,4,0,8,8,6,4,0,1,2,17
2007-2008 Regular Season,10/31/2007,Tyson Chandler,C,New Orleans,Sacramento,H,36.6,6,9,0,0,3,4,5,8,13,0,4,0,4,2,15
2007-2008 Regular Season,10/31/2007,Morris Peterson,SG,New Orleans,Sacramento,H,30.7,5,8,3,5,0,0,0,0,0,1,1,0,1,0,13
2007-2008 Regular Season,10/31/2007,Chris Paul,PG,New Orleans,Sacramento,H,37.2,7,13,1,2,7,8,1,7,8,12,4,3,2,0,22
2007-2008 Regular Season,10/31/2007,Bobby Jackson,PG,New Orleans,Sacramento,H,17.3,1,5,0,3,0,0,0,2,2,2,0,2,0,0,2
2007-2008 Regular Season,10/31/2007,Rasual Butler,SG,New Orleans,Sacramento,H,17.1,3,5,1,3,0,0,0,0,0,2,0,0,0,1,7
2007-2008 Regular Season,10/31/2007,Melvin Ely,C,New Orleans,Sacramento,H,16.8,2,6,0,0,0,0,2,4,6,0,3,0,4,1,4
2007-2008 Regular Season,10/31/2007,Hilton Armstrong,C,New Orleans,Sacramento,H,11.5,0,1,0,0,1,2,3,3,6,0,3,0,4,1,1
2007-2008 Regular Season,10/31/2007,Jannero Pargo,PG,New Orleans,Sacramento,H,10.8,1,2,0,0,2,2,0,0,0,0,2,0,3,0,4
2007-2008 Regular Season,10/31/2007,Kevin Durant,SG,Seattle,Denver,R,31.6,7,22,2,7,2,4,0,5,5,1,3,3,2,1,18
2007-2008 Regular Season,10/31/2007,Chris Wilcox,PF,Seattle,Denver,R,28.8,7,14,0,0,0,0,4,4,8,4,4,0,1,0,14
2007-2008 Regular Season,10/31/2007,Nick Collison,C,Seattle,Denver,R,29.5,4,8,0,0,0,0,5,6,11,3,3,2,2,0,8
2007-2008 Regular Season,10/31/2007,Damien Wilkins,SF,Seattle,Denver,R,35.3,7,14,4,6,3,3,4,4,8,2,4,1,1,0,21
2007-2008 Regular Season,10/31/2007,Earl Watson,PG,Seattle,Denver,R,23.7,1,8,0,1,1,2,1,2,3,7,3,1,2,0,3
2007-2008 Regular Season,10/31/2007,Delonte West,SG,Seattle,Denver,R,24.3,8,13,1,1,2,4,0,0,0,5,1,1,5,1,19
2007-2008 Regular Season,10/31/2007,Wally Szczerbiak,SF,Seattle,Denver,R,17.1,0,3,0,2,2,2,0,0,0,5,2,0,2,0,2
2007-2008 Regular Season,10/31/2007,Johan Petro,C,Seattle,Denver,R,23.9,3,8,0,0,2,3,0,10,10,0,2,0,2,2,8
2007-2008 Regular Season,10/31/2007,Jeff Green,SF,Seattle,Denver,R,18.9,1,2,0,0,3,7,0,2,2,0,1,1,2,1,5
2007-2008 Regular Season,10/31/2007,Mickael Gelabale,SF,Seattle,Denver,R,3.6,1,3,0,0,0,0,0,1,1,0,1,0,0,0,2
2007-2008 Regular Season,10/31/2007,Mouhamed Sene,C,Seattle,Denver,R,3.3,1,1,0,0,1,2,0,4,4,0,3,0,0,0,3
2007-2008 Regular Season,10/31/2007,Carmelo Anthony,SF,Denver,Seattle,H,39.4,10,21,3,6,9,10,3,2,5,5,3,1,3,1,32
2007-2008 Regular Season,10/31/2007,Kenyon Martin,PF,Denver,Seattle,H,18.2,3,7,0,0,1,2,1,4,5,1,3,0,0,3,7
2007-2008 Regular Season,10/31/2007,Marcus Camby,C,Denver,Seattle,H,34.1,1,5,0,0,2,2,3,12,15,3,2,0,2,5,4
2007-2008 Regular Season,10/31/2007,Yakhouba Diawara,SG,Denver,Seattle,H,27.9,5,8,1,3,1,2,1,2,3,3,2,1,0,0,12
2007-2008 Regular Season,10/31/2007,Allen Iverson,SG,Denver,Seattle,H,36.2,9,22,0,3,7,9,0,5,5,14,2,7,7,0,25
2007-2008 Regular Season,10/31/2007,Eduardo Najera,PF,Denver,Seattle,H,24.4,6,7,2,3,0,0,2,2,4,0,2,1,1,1,14
2007-2008 Regular Season,10/31/2007,Linas Kleiza,PF,Denver,Seattle,H,27.3,6,12,5,10,1,4,0,6,6,3,4,1,0,0,18
2007-2008 Regular Season,10/31/2007,Mike Wilks,PG,Denver,Seattle,H,11.8,1,3,0,1,2,2,0,0,0,0,1,0,0,0,4
2007-2008 Regular Season,10/31/2007,Nene,PF,Denver,Seattle,H,15.4,1,5,0,0,2,2,3,2,5,2,0,0,2,0,4
2007-2008 Regular Season,10/31/2007,Bobby Jones,SF,Denver,Seattle,H,2.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2007-2008 Regular Season,10/31/2007,Steven Hunter,C,Denver,Seattle,H,1.5,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0
2007-2008 Regular Season,10/31/2007,Von Wafer,SG,Denver,Seattle,H,1.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,11/01/2007,Tayshaun Prince,SF,Detroit,Miami,R,43.3,13,23,1,4,7,7,4,8,12,1,0,1,2,0,34
2007-2008 Regular Season,11/01/2007,Antonio McDyess,PF,Detroit,Miami,R,21.5,2,6,0,0,0,0,1,3,4,0,3,0,0,1,4
2007-2008 Regular Season,11/01/2007,Rasheed Wallace,PF,Detroit,Miami,R,37.0,4,13,2,4,1,2,1,7,8,2,4,2,2,2,11
2007-2008 Regular Season,11/01/2007,Chauncey Billups,SG,Detroit,Miami,R,38.9,5,14,0,4,9,10,1,3,4,11,1,2,3,0,19
2007-2008 Regular Season,11/01/2007,Arron Afflalo,SG,Detroit,Miami,R,14.2,1,3,1,2,0,0,0,1,1,1,2,1,0,0,3
2007-2008 Regular Season,11/01/2007,Ronald Murray,SG,Detroit,Miami,R,20.8,1,6,0,0,0,0,3,2,5,2,0,0,0,0,2
2007-2008 Regular Season,11/01/2007,Nazr Mohammed,C,Detroit,Miami,R,16.1,1,2,0,0,1,2,1,2,3,0,2,1,1,0,3
2007-2008 Regular Season,11/01/2007,Jarvis Hayes,SF,Detroit,Miami,R,26.8,3,9,2,5,2,3,0,5,5,1,1,4,2,0,10
2007-2008 Regular Season,11/01/2007,Jason Maxiell,PF,Detroit,Miami,R,21.4,1,4,0,0,3,6,1,1,2,1,1,0,0,1,5
2007-2008 Regular Season,11/01/2007,Dorell Wright,SF,Miami,Detroit,H,24.3,4,10,0,0,1,2,0,4,4,0,2,0,1,1,9
2007-2008 Regular Season,11/01/2007,Udonis Haslem,PF,Miami,Detroit,H,31.4,6,12,0,0,2,2,1,9,10,1,6,0,3,1,14
2007-2008 Regular Season,11/01/2007,Shaquille O'Neal,C,Miami,Detroit,H,29.3,4,6,0,0,1,4,4,3,7,2,5,0,4,0,9
2007-2008 Regular Season,11/01/2007,Jason Williams,PG,Miami,Detroit,H,42.0,3,9,2,4,3,4,0,7,7,9,2,1,4,0,11
2007-2008 Regular Season,11/01/2007,Ricky Davis,SG,Miami,Detroit,H,44.2,10,19,2,5,1,1,0,3,3,0,2,1,3,0,23
2007-2008 Regular Season,11/01/2007,Smush Parker,PG,Miami,Detroit,H,25.8,3,9,1,3,0,0,0,3,3,2,1,1,1,0,7
2007-2008 Regular Season,11/01/2007,Alonzo Mourning,C,Miami,Detroit,H,15.6,1,2,0,0,1,2,0,3,3,0,1,1,0,2,3
2007-2008 Regular Season,11/01/2007,Mark Blount,C,Miami,Detroit,H,19.5,2,7,0,1,0,0,0,1,1,0,3,0,1,0,4
2007-2008 Regular Season,11/01/2007,Anfernee Hardaway,SG,Miami,Detroit,H,7.5,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0
2007-2008 Regular Season,11/01/2007,Chris Quinn,PG,Miami,Detroit,H,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,11/01/2007,Alexander Johnson,PF,Miami,Detroit,H,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,11/01/2007,Shane Battier,SF,Houston,Utah,R,33.6,3,8,1,4,1,2,1,1,2,1,4,1,2,1,8
2007-2008 Regular Season,11/01/2007,Charles Hayes,C,Houston,Utah,R,32.5,1,3,0,0,0,0,3,10,13,3,3,1,1,1,2
2007-2008 Regular Season,11/01/2007,Yao Ming,C,Houston,Utah,R,27.3,5,14,0,0,1,1,1,6,7,1,3,2,6,5,11
2007-2008 Regular Season,11/01/2007,Tracy McGrady,SF,Houston,Utah,R,39.8,17,27,2,5,11,14,1,3,4,4,2,0,1,0,47
2007-2008 Regular Season,11/01/2007,Rafer Alston,PG,Houston,Utah,R,23.6,3,6,1,4,1,3,0,1,1,1,2,2,2,0,8
2007-2008 Regular Season,11/01/2007,Luis Scola,PF,Houston,Utah,R,28.8,3,6,0,0,1,1,2,7,9,1,3,1,0,0,7
2007-2008 Regular Season,11/01/2007,Mike James,PG,Houston,Utah,R,24.8,3,6,1,1,8,9,0,0,0,7,2,2,0,1,15
2007-2008 Regular Season,11/01/2007,Bonzi Wells,SF,Houston,Utah,R,15.5,3,8,0,1,0,0,0,3,3,0,3,0,1,0,6
2007-2008 Regular Season,11/01/2007,Luther Head,SG,Houston,Utah,R,7.2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,2
2007-2008 Regular Season,11/01/2007,Dikembe Mutombo,C,Houston,Utah,R,7.0,0,0,0,0,0,0,1,1,2,0,2,0,1,0,0
2007-2008 Regular Season,11/01/2007,Andrei Kirilenko,SF,Utah,Houston,H,38.3,1,5,0,0,3,4,2,4,6,4,5,0,1,2,5
2007-2008 Regular Season,11/01/2007,Carlos Boozer,PF,Utah,Houston,H,38.6,13,25,0,0,4,7,6,10,16,3,4,0,5,0,30
2007-2008 Regular Season,11/01/2007,Mehmet Okur,PF,Utah,Houston,H,37.1,5,10,3,6,3,4,3,7,10,0,3,2,5,0,16
2007-2008 Regular Season,11/01/2007,Ronnie Brewer,SG,Utah,Houston,H,26.4,5,7,0,2,3,4,1,0,1,2,1,3,1,1,13
2007-2008 Regular Season,11/01/2007,Deron Williams,PG,Utah,Houston,H,38.6,6,17,0,4,6,8,0,3,3,13,4,1,3,0,18
2007-2008 Regular Season,11/01/2007,Jason Hart,PG,Utah,Houston,H,9.4,0,4,0,1,0,0,0,1,1,2,1,0,0,0,0
2007-2008 Regular Season,11/01/2007,Matt Harpring,SF,Utah,Houston,H,12.3,4,6,0,0,0,0,1,0,1,0,2,0,0,0,8
2007-2008 Regular Season,11/01/2007,Paul Millsap,PF,Utah,Houston,H,14.2,1,3,0,0,1,2,1,4,5,0,3,0,3,0,3
2007-2008 Regular Season,11/01/2007,Gordan Giricek,SF,Utah,Houston,H,9.9,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,11/01/2007,Jarron Collins,C,Utah,Houston,H,10.2,1,1,0,0,0,0,1,0,1,0,2,0,2,1,2
2007-2008 Regular Season,11/01/2007,CJ Miles,SG,Utah,Houston,H,5.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2007-2008 Regular Season,11/01/2007,Grant Hill,SF,Phoenix,Seattle,R,33.5,5,12,1,7,2,4,0,6,6,5,1,0,2,0,13
2007-2008 Regular Season,11/01/2007,Shawn Marion,SF,Phoenix,Seattle,R,33.7,7,10,0,2,0,2,0,11,11,1,1,2,1,1,14
2007-2008 Regular Season,11/01/2007,Amar'e Stoudemire,PF,Phoenix,Seattle,R,31.7,10,20,0,1,3,4,4,7,11,1,4,1,3,1,23
2007-2008 Regular Season,11/01/2007,Raja Bell,SG,Phoenix,Seattle,R,31.6,2,9,2,7,0,0,0,1,1,1,3,1,3,0,6
2007-2008 Regular Season,11/01/2007,Steve Nash,PG,Phoenix,Seattle,R,34.1,6,13,3,6,3,3,0,7,7,12,1,1,7,0,18
2007-2008 Regular Season,11/01/2007,Boris Diaw,SG,Phoenix,Seattle,R,25.6,3,4,0,0,1,2,0,4,4,6,0,2,1,0,7
2007-2008 Regular Season,11/01/2007,Leandro Barbosa,PG,Phoenix,Seattle,R,28.2,3,7,1,4,2,2,0,2,2,5,2,3,1,0,9
2007-2008 Regular Season,11/01/2007,Marcus Banks,PG,Phoenix,Seattle,R,13.9,4,7,4,6,0,0,0,1,1,0,2,0,1,0,12
2007-2008 Regular Season,11/01/2007,Brian Skinner,PF,Phoenix,Seattle,R,7.8,2,2,0,0,0,0,1,0,1,0,0,1,0,0,4
2007-2008 Regular Season,11/01/2007,Damien Wilkins,SF,Seattle,Phoenix,H,29.8,4,14,1,2,3,4,2,6,8,4,1,2,1,0,12
2007-2008 Regular Season,11/01/2007,Chris Wilcox,PF,Seattle,Phoenix,H,34.8,11,17,0,0,1,2,4,7,11,2,2,3,2,0,23
2007-2008 Regular Season,11/01/2007,Nick Collison,C,Seattle,Phoenix,H,32.4,4,8,0,0,0,0,2,5,7,1,2,1,1,1,8
2007-2008 Regular Season,11/01/2007,Kevin Durant,SG,Seattle,Phoenix,H,39.3,11,23,2,6,3,4,0,5,5,1,2,0,6,1,27
2007-2008 Regular Season,11/01/2007,Earl Watson,PG,Seattle,Phoenix,H,31.3,3,8,1,2,0,0,2,4,6,8,3,1,4,0,7
2007-2008 Regular Season,11/01/2007,Johan Petro,C,Seattle,Phoenix,H,22.2,2,5,0,0,2,2,0,6,6,0,4,2,1,0,6
2007-2008 Regular Season,11/01/2007,Delonte West,SG,Seattle,Phoenix,H,13.4,1,5,0,0,0,0,0,1,1,3,1,0,1,0,2
2007-2008 Regular Season,11/01/2007,Jeff Green,SF,Seattle,Phoenix,H,21.1,3,12,0,2,2,2,0,4,4,1,1,1,1,0,8
2007-2008 Regular Season,11/01/2007,Luke Ridnour,PG,Seattle,Phoenix,H,7.5,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0
2007-2008 Regular Season,11/01/2007,Wally Szczerbiak,SF,Seattle,Phoenix,H,8.2,2,5,1,1,1,1,0,1,1,1,1,0,1,0,6
2007-2008 Regular Season,11/02/2007,Desmond Mason,SF,Milwaukee,Charlotte,R,33.9,6,11,0,0,0,0,3,3,6,2,5,1,1,1,12
2007-2008 Regular Season,11/02/2007,Yi Jianlian,PF,Milwaukee,Charlotte,R,15.4,1,6,0,0,0,0,1,3,4,0,4,0,1,1,2
2007-2008 Regular Season,11/02/2007,Andrew Bogut,PF,Milwaukee,Charlotte,R,34.2,5,11,0,0,1,4,6,11,17,2,6,0,1,5,11
2007-2008 Regular Season,11/02/2007,Michael Redd,SG,Milwaukee,Charlotte,R,38.3,8,16,0,1,5,5,0,3,3,4,0,3,6,0,21
2007-2008 Regular Season,11/02/2007,Mo Williams,SG,Milwaukee,Charlotte,R,31.1,10,18,0,2,0,0,0,0,0,4,6,1,6,0,20
2007-2008 Regular Season,11/02/2007,Dan Gadzuric,C,Milwaukee,Charlotte,R,11.2,2,2,0,0,0,0,2,2,4,1,0,1,1,1,4
2007-2008 Regular Season,11/02/2007,Charlie Villanueva,PF,Milwaukee,Charlotte,R,23.8,5,10,2,3,2,3,2,5,7,1,2,0,1,0,14
2007-2008 Regular Season,11/02/2007,Bobby Simmons,SF,Milwaukee,Charlotte,R,14.1,2,6,1,4,0,0,0,1,1,0,2,0,1,0,5
2007-2008 Regular Season,11/02/2007,Charlie Bell,SG,Milwaukee,Charlotte,R,26.9,2,5,2,3,2,2,0,1,1,5,5,0,0,0,8
2007-2008 Regular Season,11/02/2007,Royal Ivey,PG,Milwaukee,Charlotte,R,7.8,1,2,0,0,0,0,0,0,0,1,1,1,1,0,2
2007-2008 Regular Season,11/02/2007,Michael Ruffin,PF,Milwaukee,Charlotte,R,3.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007-2008 Regular Season,11/02/2007,Jake Voskuhl,C,Milwaukee,Charlotte,R,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2007-2008 Regular Season,11/02/2007,Gerald Wallace,SF,Charlotte,Milwaukee,H,41.4,10,16,0,2,2,5,3,7,10,4,2,4,5,0,22
2007-2008 Regular Season,11/02/2007,Emeka Okafor,PF,Charlotte,Milwaukee,H,37.5,7,11,0,0,3,13,7,7,14,0,5,1,5,5,17
2007-2008 Regular Season,11/02/2007,Primoz Brezec,C,Charlotte,Milwaukee,H,20.4,1,3,0,0,0,0,0,2,2,0,3,0,1,1,2
2007-2008 Regular Season,11/02/2007,Jason Richardson,SG,Charlotte,Milwaukee,H,36.1,8,19,3,5,2,6,4,2,6,1,2,3,2,0,21
2007-2008 Regular Season,11/02/2007,Raymond Felton,PG,Charlotte,Milwaukee,H,42.0,6,13,3,5,11,15,0,3,3,12,2,2,4,0,26
2007-2008 Regular Season,11/02/2007,Matt Carroll,SG,Charlotte,Milwaukee,H,18.6,2,4,0,1,0,0,0,1,1,0,3,1,0,1,4
2007-2008 Regular Season,11/02/2007,Walter Herrmann,PF,Charlotte,Milwaukee,H,11.5,1,5,0,2,2,2,1,0,1,0,1,0,0,0,4
2007-2008 Regular Season,11/02/2007,Jeff McInnis,PG,Charlotte,Milwaukee,H,24.2,1,2,0,1,2,2,0,1,1,3,4,0,1,0,4
2007-2008 Regular Season,11/02/2007,Ryan Hollins,C,Charlotte,Milwaukee,H,7.0,1,2,0,0,0,0,1,1,2,0,0,1,0,0,2
2007-2008 Regular Season,11/02/2007,Jared Dudley,PF,Charlotte,Milwaukee,H,1.4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
2007-2008 Regular Season,11/02/2007,Tayshaun Prince,SF,Detroit,Orlando,R,34.3,6,9,0,1,5,6,0,1,1,6,0,0,2,1,17
2007-2008 Regular Season,11/02/2007,Antonio McDyess,PF,Detroit,Orlando,R,27.9,6,11,0,0,0,0,4,3,7,1,4,1,1,0,12
2007-2008 Regular Season,11/02/2007,Rasheed Wallace,PF,Detroit,Orlando,R,30.8,6,10,2,4,2,2,0,7,7,1,4,2,2,3,16
2007-2008 Regular Season,11/02/2007,Arron Afflalo,SG,Detroit,Orlando,R,25.8,2,3,0,0,4,4,0,1,1,1,1,0,3,0,8
2007-2008 Regular Season,11/02/2007,Chauncey Billups,SG,Detroit,Orlando,R,30.2,6,10,1,2,5,5,0,6,6,7,1,1,1,0,18
2007-2008 Regular Season,11/02/2007,Ronald Murray,SG,Detroit,Orlando,R,27.8,8,14,1,3,2,4,1,2,3,5,3,0,1,1,19
2007-2008 Regular Season,11/02/2007,Jason Maxiell,PF,Detroit,Orlando,R,23.8,2,2,0,0,5,9,0,4,4,1,5,0,0,2,9
2007-2008 Regular Season,11/02/2007,Jarvis Hayes,SF,Detroit,Orlando,R,22.7,4,9,3,5,0,0,2,4,6,0,3,2,1,0,11
2007-2008 Regular Season,11/02/2007,Nazr Mohammed,C,Detroit,Orlando,R,8.7,2,3,0,0,0,0,0,3,3,0,1,0,1,0,4
2007-2008 Regular Season,11/02/2007,Amir Johnson,SF,Detroit,Orlando,R,4.9,1,2,0,0,0,0,2,2,4,0,1,0,1,1,2
2007-2008 Regular Season,11/02/2007,Ronald Dupree,SF,Detroit,Orlando,R,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007-2008 Regular Season,11/02/2007,Hedo Turkoglu,SF,Orlando,Detroit,H,35.2,6,15,3,5,2,5,2,3,5,3,2,1,2,0,17
2007-2008 Regular Season,11/02/2007,Rashard Lewis,SF,Orlando,Detroit,H,34.6,5,11,1,4,10,10,0,3,3,1,1,1,3,0,21
2007-2008 Regular Season,11/02/2007,Dwight Howard,PF,Orlando,Detroit,H,37.9,6,15,0,0,4,9,3,10,13,1,5,0,2,1,16
2007-2008 Regular Season,11/02/2007,Keith Bogans,SF,Orlando,Detroit,H,32.5,4,4,4,4,2,2,0,4,4,1,2,1,2,0,14
2007-2008 Regular Season,11/02/2007,Jameer Nelson,PG,Orlando,Detroit,H,27.4,2,4,0,0,3,3,0,2,2,6,4,1,1,0,7
2007-2008 Regular Season,11/02/2007,Carlos Arroyo,PG,Orlando,Detroit,H,14.8,1,5,0,0,0,0,0,1,1,2,1,0,0,0,2
2007-2008 Regular Season,11/02/2007,Pat Garrity,SF,Orlando,Detroit,H,12.0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
2007-2008 Regular Season,11/02/2007,Keyon Dooling,PG,Orlando,Detroit,H,16.4,2,7,0,3,0,0,0,0,0,1,3,0,0,0,4
2007-2008 Regular Season,11/02/2007,Adonal Foyle,C,Orlando,Detroit,H,11.3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,4
2007-2008 Regular Season,11/02/2007,Trevor Ariza,SF,Orlando,Detroit,H,9.3,2,3,0,0,1,4,1,1,2,0,0,1,1,1,5
2007-2008 Regular Season,11/02/2007,JJ Redick,SG,Orlando,Detroit,H,4.9,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0
2007-2008 Regular Season,11/02/2007,James Augustine,PF,Orlando,Detroit,H,3.7,1,2,0,0,0,0,4,0,4,0,0,0,1,0,2
2007-2008 Regular Season,11/02/2007,Dorell Wright,SF,Miami,Indiana,R,32.3,4,8,0,0,0,0,0,8,8,1,1,0,2,1,8
2007-2008 Regular Season,11/02/2007,Udonis Haslem,PF,Miami,Indiana,R,31.4,5,20,0,0,1,2,4,5,9,3,1,0,2,1,11
2007-2008 Regular Season,11/02/2007,Shaquille O'Neal,C,Miami,Indiana,R,28.1,4,13,0,0,0,3,5,2,7,1,6,0,6,4,8
2007-2008 Regular Season,11/02/2007,Ricky Davis,SG,Miami,Indiana,R,34.9,5,13,2,5,1,3,5,9,14,4,1,3,1,0,13
2007-2008 Regular Season,11/02/2007,Jason Williams,PG,Miami,Indiana,R,37.4,2,8,1,3,1,2,0,3,3,7,2,0,1,0,6
2007-2008 Regular Season,11/02/2007,Daequan Cook,SG,Miami,Indiana,R,28.9,7,12,3,4,0,0,1,4,5,3,2,2,3,0,17
2007-2008 Regular Season,11/02/2007,Alonzo Mourning,C,Miami,Indiana,R,14.8,4,8,0,0,1,3,2,3,5,0,0,0,1,2,9
2007-2008 Regular Season,11/02/2007,Mark Blount,C,Miami,Indiana,R,21.8,4,10,3,4,0,0,0,4,4,1,1,2,1,0,11
2007-2008 Regular Season,11/02/2007,Chris Quinn,PG,Miami,Indiana,R,10.6,1,4,0,0,0,0,0,0,0,2,1,0,0,1,2
2007-2008 Regular Season,11/02/2007,Danny Granger,SF,Indiana,Miami,H,33.9,10,13,4,6,1,2,0,9,9,0,1,1,1,2,25
2007-2008 Regular Season,11/02/2007,Jermaine O'Neal,C,Indiana,Miami,H,24.3,2,9,0,0,6,8,4,5,9,7,6,2,3,3,10
2007-2008 Regular Season,11/02/2007,Jeff Foster,C,Indiana,Miami,H,15.9,2,2,0,0,2,4,1,3,4,0,4,0,1,1,6
2007-2008 Regular Season,11/02/2007,Mike Dunleavy,SF,Indiana,Miami,H,38.0,7,17,1,1,0,1,0,7,7,3,0,2,2,0,15
2007-2008 Regular Season,11/02/2007,Jamaal Tinsley,PG,Indiana,Miami,H,32.9,2,12,0,1,1,2,2,4,6,10,1,0,2,0,5
2007-2008 Regular Season,11/02/2007,David Harrison,C,Indiana,Miami,H,21.0,1,4,0,0,2,2,1,3,4,0,5,0,0,4,4
2007-2008 Regular Season,11/02/2007,Marquis Daniels,SG,Indiana,Miami,H,23.0,0,7,0,1,0,0,2,2,4,1,0,3,1,2,0
